296888553673609, 295805451518897, 272636516114234 @ 30, -58, 17
313142681183966, 335495338798711, 430076570935087 @ -67, -114, -246
228895566001444, 191299375053372, 278980790151952 @ -61, 83, 9
245610739020050, 275273028843688, 326896207685004 @ 110, -15, -89
71824981057092, 43920570835212, 204479384139964 @ 241, 319, 114
434821499622974, 274962934656868, 272882576434594 @ -19, -45, 21
377400385964533, 188320296393778, 251426859185030 @ -84, 209, 73
241165275256580, 168129516960140, 33021798279068 @ -29, 129, 331
141834587229076, 252089152234432, 104413889231828 @ 15, 14, 193
331949934030148, 174420420655508, 385939064824080 @ -45, 191, -215
402265676786649, 334257660856933, 294396738531160 @ -130, -190, -45
411728281632704, 259235705801182, 363781677728718 @ -121, 33, -299
296455010257918, 297963123001458, 232192319674722 @ -48, -50, 82
417679850754976, 250669320685028, 454374670482908 @ -192, 45, -449
28509374129166, 33225677080434, 444886806634038 @ 100, 226, -152
410139478376752, 296310151491432, 252018037705792 @ 104, -188, 166
272994257702758, 157222174983558, 153263643213865 @ 17, 193, 226
322155270337732, 188081478577932, 368590067129980 @ -135, 103, -110
413347361210877, 277885756530478, 257202436350338 @ 50, -55, 121
167387271582272, 216956134407396, 340728824064368 @ 149, 79, -91
265042615018508, 384312065458478, 401259928005385 @ -133, -115, -108
8525196082785, 318705221525096, 257730489767577 @ 164, -57, 32
434473347189754, 255463229743171, 303852672491578 @ -159, 62, -123
406839331301470, 220252255405944, 322853271357772 @ -130, 149, -137
229999879973204, 185932729404616, 210769868379484 @ 223, 188, 159
435356311410128, 300785590689108, 278143467186940 @ -136, -167, -9
160000261860828, 145783697055114, 298749555832226 @ 127, 178, -22
281299595237732, 193805609044620, 87745265681276 @ 88, 163, 424
214942250915014, 233729076694908, 269962713190708 @ -50, 35, 19
375067871279068, 139023805236348, 175860567749035 @ 155, 651, 504
287626726905742, 551949004075122, 70178398864742 @ -12, -494, 368
353361942964228, 304003764115788, 372642962428060 @ 139, -139, -377
224626708552138, 261433702622238, 394032104280460 @ -20, 6, -137
253192598783251, 139598168852450, 325510380262858 @ -54, 161, -51
149989568673907, 311719255647106, 328730670034853 @ 24, -51, -46
412930774946808, 276289688982028, 247122297911380 @ -22, -37, 153
101085902072264, 295889690107668, 225555111400572 @ 100, -35, 71
439565997787933, 245300219115653, 306394628548380 @ -204, 92, -113
164673266157390, 5606789398183, 333052342786080 @ 185, 440, -85
450677614132400, 249042067555392, 205318058844040 @ -121, 199, 675
429347285014672, 394459039393692, 318088240118248 @ -120, -617, -204
104900090362108, 319177113434748, 255219089095810 @ 27, -53, 33
191859374888596, 220827418401684, 302059358838640 @ -37, 47, -15
275494854387310, 294088149121466, 239987794041016 @ 54, -52, 81
196529153002196, 317373560393984, 476126067966699 @ -29, -57, -208
238614574858332, 250546956874252, 143129625805696 @ 49, 27, 228
359564904140299, 249794846714622, 356120896991680 @ 78, 69, -285
322218145613763, 257659380462708, 269441535304340 @ -44, 19, 23
340050262541317, 281412269205239, 374975512784479 @ -180, -18, -102
167529805923184, 274679769722514, 315138171652435 @ 71, -11, -40
338997880192948, 193002534480138, 240731348261620 @ 171, 286, 139
265443211856980, 146773871884216, 367083338119828 @ 159, 288, -207
440080960681708, 276167106658131, 313130033672797 @ -133, -42, -228
296249530975468, 130800635625868, 228969716827760 @ -9, 251, 97
365911643136904, 264270030969468, 362962654834012 @ 30, 15, -289
374534251529188, 282408576477168, 239277440283268 @ -173, -25, 71
454959846305028, 366822557602288, 246712572897280 @ -205, -706, 210
224583776148124, 544050635118624, 467209538746456 @ -55, -312, -202
216749136762548, 395451600794968, 84336190867900 @ -41, -148, 231
429600688814648, 238012010665476, 241305548942504 @ -68, 193, 214
174903776547418, 248011558280129, 223986634762965 @ 57, 24, 80
275087057056557, 220907472032932, 387195583149881 @ 20, 83, -188
306509296095583, 277304042488794, 223007218103449 @ -8, -19, 114
169998768568425, 203888135864971, 346013299344966 @ 110, 92, -91
284196913095691, 255167819794982, 292619067409723 @ -6, 21, -18
337307749623478, 383362695137898, 517704797307928 @ -88, -210, -427
287427768536280, 238380819726296, 334816249794888 @ -94, 36, -64
361348630503772, 357929577764676, 320849734330888 @ 65, -319, -154
435565556996708, 284369939742748, 270497559901500 @ -23, -124, 41
244536442087168, 293851858201728, 217770924234100 @ 100, -50, 121
458942400054260, 240651054123356, 286824736239358 @ -181, 323, -132
24685323460277, 209594130068392, 361765230018103 @ 170, 63, -84
248348669699828, 175775542456188, 475543260893900 @ -112, 88, -184
387691982568408, 515568006267247, 372961236446587 @ -233, -294, -102
274811300590453, 202140926475081, 27798293633833 @ 112, 148, 568
375641261333236, 212885887718226, 256049622939448 @ 131, 269, 99
347503995873073, 305383373919375, 290966632024522 @ -88, -74, -19
201256912879009, 305207655156478, 355642307024689 @ 54, -55, -102
324754170669430, 276799893521154, 273093070806478 @ -44, -18, 16
258961224554666, 297171881059276, 325117353506934 @ -80, -37, -46
449070505758187, 264483230686530, 246839549094586 @ -92, 53, 289
181293248100852, 221197724585944, 365537280925728 @ 155, 77, -139
148593244192656, 270148844447628, 266427056912151 @ -17, -5, 22
436692194782318, 272859781276548, 255305866370770 @ -174, -17, 96
263338515052890, 356894375105708, 243243754235652 @ 53, -165, 71
455577527471392, 241905362834440, 317481639208400 @ -102, 378, -580
370075365522980, 289083186054913, 292539031573265 @ 19, -70, -50
411659050132428, 257443136659324, 253344237006252 @ 22, 69, 133
382376913411294, 241392573719362, 274100487737157 @ -151, 53, 14
371398977583798, 199943205015228, 328599107521360 @ 13, 235, -173
95132638635994, 280415022478347, 161466437630434 @ 145, -18, 157
399347534845531, 165021285520902, 239103367538290 @ 28, 513, 185
425515104298308, 266648391487228, 262944219586580 @ -37, 17, 82
414097500293340, 279330657854165, 269402843152819 @ 43, -64, 42
422692690054814, 262272927036196, 283565409045144 @ 98, 63, -71
363470288588283, 281921445167868, 178197571629035 @ 112, -53, 404
311287285221820, 239609989151292, 219165860959468 @ -90, 41, 97
416496137502683, 248362644227943, 266210585648996 @ 92, 160, 71
251842295966779, 272899870139824, 257786292235853 @ -12, -9, 38
437521748023833, 268129947037833, 276488829122830 @ 32, 16, -15
289691518105993, 266456869243491, 285016249687858 @ 212, 6, -19
296004391588480, 217339674414301, 234647105515165 @ -129, 56, 60
86986863969982, 41476193140308, 405611175038842 @ 38, 215, -112
366109821876333, 198501852122183, 295292428183412 @ -58, 180, -41
453074543670367, 286028691063770, 267181381222372 @ -114, -183, 87
339336564536197, 441503114313885, 423436201298311 @ -172, -212, -166
447211513330612, 260354547440952, 291901728330100 @ -97, 86, -155
294112454126409, 187547424592063, 151112828326508 @ 110, 200, 319
437114327150624, 300115809385972, 268174434574468 @ 20, -303, 69
71077865007748, 250908661982152, 153144417138652 @ 147, 18, 159
201571092293566, 315667182923832, 403952659238746 @ -71, -49, -111
207485901780540, 258058398572092, 304694407931644 @ -26, 9, -21
346604146677672, 145318527855940, 464383098341956 @ -119, 207, -309
446624717332606, 302480574328938, 268358409268258 @ -120, -270, 58
240183990794544, 248239636700365, 295513897713243 @ -89, 18, -8
322594376517988, 302444328257858, 336112077985780 @ -45, -67, -105
433308188765446, 305271495468960, 244428731181064 @ 90, -383, 329
387037847729296, 181666721206302, 294167436916429 @ 79, 421, -84
442461534444658, 388942103331777, 533502631991707 @ -283, -202, -416
291171726300013, 257232749495847, 383699023126399 @ -38, 16, -164
161218736417716, 277249019038620, 281719175212828 @ -26, -12, 7
221079659499298, 380751764961848, 338717699623545 @ -51, -129, -58
276891834590108, 351897860987353, 144715729582180 @ -5, -142, 231
129549142095477, 248760879006853, 3260806794584 @ 68, 20, 331
284057822733188, 234042704760588, 265581103368860 @ 43, 67, 31
282948412739428, 229380012806508, 336235069008860 @ -12, 64, -91
144462336497566, 311284428310276, 307261076762692 @ 18, -49, -21
282152605151608, 246707674895148, 299389976473708 @ -8, 35, -29
248207347898418, 310949709878008, 213330684216555 @ -91, -49, 80
74129585145465, 271989410371970, 226670258895259 @ 100, -7, 66
195204344296560, 144916203025495, 175314529168529 @ 223, 246, 212
445694022102036, 265685041297404, 278474293402588 @ -134, 28, -21
356124573882414, 328021631981904, 240216543311590 @ -19, -161, 105
3823511042166, 352820981745532, 335608792939408 @ 166, -93, -51
213763366117663, 274787710785403, 350609871173045 @ -54, -10, -68
318496682533488, 307617273517798, 238964066863370 @ -115, -58, 64
236261913574409, 444532514407650, 164477802160809 @ 98, -323, 214
377117089960588, 558698655004116, 197724865007476 @ -148, -564, 162
183038197603048, 76472787650658, 238818213745165 @ -25, 201, 52
195952250575844, 270148844447628, 317497840385494 @ 83, -5, -51
133932189974788, 420967245338808, 457056312102620 @ 51, -176, -193
135279533226373, 332338648692273, 220209403493305 @ 204, -104, 100
43437060649708, 167146833139836, 248807909465956 @ 117, 103, 41
381580219540428, 528348381958764, 304224506914416 @ -223, -317, -22
373242883125355, 312355839528897, 126378714997459 @ -34, -132, 458
416945996292841, 290887199702151, 271179151339720 @ 126, -176, 35
